0,2.968750e-01,
1,2.343750e-01,
2,2.343750e-01,
3,1.875000e-01,
4,1.875000e-01,
5,1.250000e-01,
6,1.406250e-01,
7,9.375000e-02,
8,1.093750e-01,
9,6.250000e-02,
10,7.812500e-02,
11,3.125000e-02,
12,4.687500e-02,
13,1.562500e-02,
14,3.125000e-02,
15,-1.562500e-02,
16,0.000000e+00,
17,-3.125000e-02,
18,-1.562500e-02,
19,-6.250000e-02,
20,-4.687500e-02,
21,-9.375000e-02,
22,-7.812500e-02,
23,-1.406250e-01,
24,-1.250000e-01,
25,-1.875000e-01,
26,-1.718750e-01,
27,-2.343750e-01,
28,-2.187500e-01,
29,-2.812500e-01,
30,-2.656250e-01,
31,-3.437500e-01,
32,-3.281250e-01,
33,-3.906250e-01,
34,-3.750000e-01,
35,-4.375000e-01,
36,-4.218750e-01,
37,-4.843750e-01,
38,-4.687500e-01,
39,-5.312500e-01,
40,-5.156250e-01,
41,-5.781250e-01,
42,-5.625000e-01,
43,-6.093750e-01,
44,-5.937500e-01,
45,-6.406250e-01,
46,-6.250000e-01,
47,-6.718750e-01,
48,-6.718750e-01,
49,-7.187500e-01,
50,-6.875000e-01,
51,-7.343750e-01,
52,-7.187500e-01,
53,-7.656250e-01,
54,-7.500000e-01,
55,-7.812500e-01,
56,-7.656250e-01,
57,-7.968750e-01,
58,-7.812500e-01,
59,-8.125000e-01,
60,-7.812500e-01,
61,-8.125000e-01,
62,-8.125000e-01,
63,-7.968750e-01,
64,-8.125000e-01,
65,-7.968750e-01,
66,-8.125000e-01,
67,-7.812500e-01,
68,-8.125000e-01,
69,-7.656250e-01,
70,-7.968750e-01,
71,-7.656250e-01,
72,-7.812500e-01,
73,-7.343750e-01,
74,-7.656250e-01,
75,-7.187500e-01,
76,-7.343750e-01,
77,-6.875000e-01,
78,-7.187500e-01,
79,-6.718750e-01,
80,-6.875000e-01,
81,-6.250000e-01,
82,-6.406250e-01,
83,-5.937500e-01,
84,-5.937500e-01,
85,-5.468750e-01,
86,-5.625000e-01,
87,-5.156250e-01,
88,-5.156250e-01,
89,-4.531250e-01,
90,-4.687500e-01,
91,-4.218750e-01,
92,-4.375000e-01,
93,-3.593750e-01,
94,-3.750000e-01,
95,-3.125000e-01,
96,-3.281250e-01,
97,-2.656250e-01,
98,-2.812500e-01,
99,-2.187500e-01,
100,-2.343750e-01,
101,-1.562500e-01,
102,-1.875000e-01,
103,-1.250000e-01,
104,-1.250000e-01,
105,-7.812500e-02,
106,-9.375000e-02,
107,-4.687500e-02,
108,-6.250000e-02,
109,-1.562500e-02,
110,-3.125000e-02,
111,1.562500e-02,
112,0.000000e+00,
113,3.125000e-02,
114,1.562500e-02,
115,4.687500e-02,
116,3.125000e-02,
117,7.812500e-02,
118,6.250000e-02,
119,1.093750e-01,
120,9.375000e-02,
121,1.562500e-01,
122,1.250000e-01,
123,1.875000e-01,
124,1.718750e-01,
125,2.343750e-01,
126,2.187500e-01,
127,2.812500e-01,
128,2.656250e-01,
129,3.437500e-01,
130,3.281250e-01,
131,3.906250e-01,
132,3.750000e-01,
133,4.375000e-01,
134,4.218750e-01,
135,4.843750e-01,
136,4.687500e-01,
137,5.468750e-01,
138,5.156250e-01,
139,5.781250e-01,
140,5.625000e-01,
141,6.250000e-01,
142,6.093750e-01,
143,6.562500e-01,
144,6.406250e-01,
145,6.875000e-01,
146,6.718750e-01,
147,7.343750e-01,
148,7.187500e-01,
149,7.656250e-01,
150,7.343750e-01,
151,7.812500e-01,
152,7.656250e-01,
153,8.125000e-01,
154,7.968750e-01,
155,8.281250e-01,
156,8.125000e-01,
157,8.437500e-01,
158,8.281250e-01,
159,8.593750e-01,
160,8.593750e-01,
161,8.281250e-01,
162,8.437500e-01,
163,8.750000e-01,
164,8.593750e-01,
165,8.437500e-01,
166,8.593750e-01,
167,8.281250e-01,
168,8.281250e-01,
169,8.593750e-01,
170,8.437500e-01,
171,8.125000e-01,
172,8.281250e-01,
173,7.968750e-01,
174,8.125000e-01,
175,7.656250e-01,
176,7.812500e-01,
177,7.500000e-01,
178,7.656250e-01,
179,7.187500e-01,
180,7.343750e-01,
181,6.718750e-01,
182,6.875000e-01,
183,6.406250e-01,
184,6.562500e-01,
185,6.093750e-01,
186,6.250000e-01,
187,5.625000e-01,
188,5.781250e-01,
189,5.156250e-01,
190,5.312500e-01,
191,4.687500e-01,
192,4.843750e-01,
193,4.218750e-01,
194,4.375000e-01,
195,3.750000e-01,
196,3.906250e-01,
197,3.281250e-01,
198,3.437500e-01,
199,2.656250e-01,
200,2.812500e-01,
201,2.187500e-01,
202,2.343750e-01,
203,1.718750e-01,
204,1.875000e-01,
205,1.250000e-01,
206,1.406250e-01,
207,9.375000e-02,
208,1.093750e-01,
209,6.250000e-02,
210,7.812500e-02,
211,4.687500e-02,
212,4.687500e-02,
213,1.562500e-02,
214,3.125000e-02,
215,-1.562500e-02,
216,1.562500e-02,
217,-3.125000e-02,
218,-1.562500e-02,
219,-6.250000e-02,
220,-4.687500e-02,
221,-9.375000e-02,
222,-9.375000e-02,
223,-1.406250e-01,
224,-1.250000e-01,
225,-1.875000e-01,
226,-1.718750e-01,
227,-2.343750e-01,
228,-2.187500e-01,
229,-2.812500e-01,
230,-2.812500e-01,
231,-3.437500e-01,
232,-3.281250e-01,
233,-3.906250e-01,
234,-3.750000e-01,
235,-4.375000e-01,
236,-4.218750e-01,
237,-4.843750e-01,
238,-4.531250e-01,
239,-5.312500e-01,
240,-5.156250e-01,
241,-5.781250e-01,
242,-5.625000e-01,
243,-6.093750e-01,
244,-5.937500e-01,
245,-6.406250e-01,
246,-6.250000e-01,
247,-6.875000e-01,
248,-6.718750e-01,
249,-7.187500e-01,
250,-6.875000e-01,
251,-7.343750e-01,
252,-7.187500e-01,
253,-7.656250e-01,
254,-7.500000e-01,
255,-7.812500e-01,
256,-7.656250e-01,
257,-7.968750e-01,
258,-7.812500e-01,
259,-8.125000e-01,
260,-7.812500e-01,
261,-8.281250e-01,
262,-7.968750e-01,
263,-8.281250e-01,
264,-8.281250e-01,
265,-7.968750e-01,
266,-8.125000e-01,
267,-7.812500e-01,
268,-8.125000e-01,
269,-7.812500e-01,
270,-7.968750e-01,
271,-7.500000e-01,
272,-7.812500e-01,
273,-7.500000e-01,
274,-7.500000e-01,
275,-7.343750e-01,
276,-7.343750e-01,
277,-7.031250e-01,
278,-7.187500e-01,
279,-6.718750e-01,
280,-6.875000e-01,
281,-6.250000e-01,
282,-6.562500e-01,
283,-5.937500e-01,
284,-5.937500e-01,
285,-5.468750e-01,
286,-5.625000e-01,
287,-5.000000e-01,
288,-5.156250e-01,
289,-4.531250e-01,
290,-4.687500e-01,
291,-4.218750e-01,
292,-4.375000e-01,
293,-3.750000e-01,
294,-3.750000e-01,
295,-3.281250e-01,
296,-3.437500e-01,
297,-2.656250e-01,
298,-2.812500e-01,
299,-2.187500e-01,
300,-2.343750e-01,
301,-1.718750e-01,
302,-1.875000e-01,
303,-1.250000e-01,
304,-1.406250e-01,
305,-7.812500e-02,
306,-9.375000e-02,
307,-4.687500e-02,
308,-6.250000e-02,
309,-1.562500e-02,
310,-3.125000e-02,
311,1.562500e-02,
312,-1.562500e-02,
313,3.125000e-02,
314,1.562500e-02,
315,4.687500e-02,
316,3.125000e-02,
317,7.812500e-02,
318,6.250000e-02,
319,1.093750e-01,
320,9.375000e-02,
321,1.406250e-01,
322,1.250000e-01,
323,1.875000e-01,
324,1.718750e-01,
325,2.343750e-01,
326,2.187500e-01,
327,2.812500e-01,
328,2.656250e-01,
329,3.437500e-01,
330,3.281250e-01,
331,3.906250e-01,
332,3.750000e-01,
333,4.375000e-01,
334,4.218750e-01,
335,5.000000e-01,
336,4.687500e-01,
337,5.312500e-01,
338,5.156250e-01,
339,5.781250e-01,
340,5.625000e-01,
341,6.093750e-01,
342,5.937500e-01,
343,6.562500e-01,
344,6.406250e-01,
345,6.875000e-01,
346,6.718750e-01,
347,7.343750e-01,
348,7.187500e-01,
349,7.656250e-01,
350,7.343750e-01,
351,7.812500e-01,
352,7.656250e-01,
353,8.125000e-01,
354,7.968750e-01,
355,8.281250e-01,
356,8.125000e-01,
357,8.437500e-01,
358,8.281250e-01,
359,8.593750e-01,
360,8.437500e-01,
361,8.593750e-01,
362,8.593750e-01,
363,8.437500e-01,
364,8.593750e-01,
365,8.437500e-01,
366,8.750000e-01,
367,8.281250e-01,
368,8.593750e-01,
369,8.281250e-01,
370,8.437500e-01,
371,8.125000e-01,
372,8.281250e-01,
373,7.968750e-01,
374,8.125000e-01,
375,7.656250e-01,
376,7.968750e-01,
377,7.343750e-01,
378,7.500000e-01,
379,7.031250e-01,
380,7.343750e-01,
381,6.718750e-01,
382,6.875000e-01,
383,6.406250e-01,
384,6.562500e-01,
385,5.937500e-01,
386,6.250000e-01,
387,5.625000e-01,
388,5.781250e-01,
389,5.156250e-01,
390,5.312500e-01,
391,4.687500e-01,
392,4.843750e-01,
393,4.218750e-01,
394,4.375000e-01,
395,3.750000e-01,
396,3.906250e-01,
397,3.281250e-01,
398,3.437500e-01,
399,2.656250e-01,
400,2.812500e-01,
401,2.187500e-01,
